LINC00052
MUC2
DSCAM-AS1
RP11-428L9.2
CTA-392C11.1
C5orf66-AS1
RP11-400N13.3
RP11-503D12.1
LINC01614
TLX1NB
RP11-742B18.1
RP11-445F12.1
VSTM2A-OT1
AC005150.1
RP11-473L15.3
LINC01561
WT1-AS
RP11-312A15.2
LINC01522
LINC00922
RP11-54H7.4
RP11-1C8.7
LINC01297
RP11-431J17.1
RP11-25L3.3
FOXD3-AS1
AP001434.2
CTB-49A3.4
CTC-480C2.1
SRGAP3-AS2
BMPR1B-AS1
LINC00466
CTD-2535I10.1
AC061961.2
RP11-680B3.2
AC092071.1
RP11-731F5.1
LINC01281
RP11-53O19.2
RP11-109M17.2
RP11-322I2.1
RP11-476K15.1
AP000696.2
AC114730.3
AC011893.3
AFAP1-AS1
RP11-260A9.6
CTD-2314B22.1
CITF22-49D8.1
RP11-731F5.2
RP11-366F6.2
CTD-2591A6.2
LINC00355
RP11-676B18.1
KCNH1-IT1
MAFA-AS1
RP11-470C13.4
RP11-616M22.11
CTD-2008P7.8
RP11-1C8.4
LINC00659
AF015262.2
RP11-357H14.17
RP11-281J9.2
CITF22-24E5.1
SSTR5-AS1
LINC01194
RP11-865I6.2
RP11-796E10.1
LINC01385
RP11-145E17.2
LINC01344
RP11-428L9.1
CTD-2377D24.6
RP11-429J17.5
RP11-8L2.1
CTD-2529O21.1
RP11-909N17.2
AC005301.8
MUC19
LL22NC03-75H12.2
LINC01224
AF127577.8
LINC01429
RP1-137K24.1
AC025016.1
RP11-62I21.1
FAM230C
RP11-246K15.1
RP11-417E7.2
AC112721.1
ELFN1-AS1
BCAR4
RP11-36N20.1
AC015849.16
CTD-2589M5.4
RP11-161I6.2
RP11-3J1.1
RP4-616B8.5
MIR548XHG
RP11-14D22.1
RP11-265N7.1
RP11-127O4.3
CTA-280A3.2
RP11-108K3.2
CTD-2171N6.1
RP11-354H21.1
RP11-471M2.3
AC092484.1
AC078882.1
RP11-210M15.1
KCCAT333
AC012462.2
RP11-354P11.2
RP11-284G10.1
AC114730.5
HOXC-AS3
AC112721.2
RP4-594A5.1
RP11-114M1.2
CTD-3010D24.3
LINC00392
RP5-984P4.6
CASC16
Z82214.3
RP5-1092A11.5
RP11-191L9.4
C8orf49
RP11-542B15.1
RP11-25L3.1
RP11-136K7.2
RP11-108K3.1
RP5-1185I7.1
CTC-276P9.4
RP11-68I3.7
C15orf59-AS1
RP4-694A7.2
RP11-300M24.1
CTC-548K16.1
LINC00461
RP11-863P13.3
LINC00518
RP11-615J4.3
LVCAT1
C2orf48
RP11-314N14.1
RP11-459E5.1
RP11-485F13.1
AC018816.3
AC018359.1
RP5-1121A15.3
AC073325.1
RP11-25H12.1
RP11-27M9.1
LINC01518
RP11-138J23.1
RP11-84N19.1
RP11-486M23.3
RP11-1399P15.1
NFE4
RP11-10J5.1
AC114803.3
RP11-81H3.2
AP000439.3
CTD-2280E9.1
PP14571
AC092198.1
ST8SIA6-AS1
KCNMB2-AS1
RP11-335E6.3
RP11-218F4.1
LA16c-312E8.4
ATXN8OS
LINC01419
RP11-379K22.2
RP1-35C21.2
AC068858.1
RP3-323A16.1
RP11-343B18.2
RP3-326I13.1
CTA-384D8.35
RP11-10A14.5
LA16c-312E8.2
RP1-272L16.1
NDP-AS1
RP11-53O19.1
AC093642.3
RP11-148B18.1
RP11-616M22.1
RP3-340B19.3
RP11-105N14.3
AL121578.2
RP11-624L4.1
CTD-2337I7.1
RP11-126H7.4
POU6F2-AS2
RP11-519M16.1
DNAH17-AS1
RP11-320G10.1
LINC01446
RP11-317N12.1
AC010729.1
SIX3-AS1
RP11-89K21.1
RP11-122M14.1
LINC01574
RP11-616M22.2
LINC00511
LINC00858
RBAKDN
RP11-373I8.1
RP13-455A7.1
LA16c-380H5.1
RP11-462P6.1
RP11-775G23.1
RP11-91H12.1
BARX1-AS1
RP11-465L10.10
DLX2-AS1
RP11-326N17.2
LINC01606
TCL6
CLRN1-AS1
RP11-356K23.1
MNX1-AS1
RP11-254F7.4
CTD-2118P12.1
WI2-85898F10.1
WFDC21P
RP11-320N21.2
MIR663AHG
RP11-321P16.1
RP11-713M6.2
RP11-567M16.2
LINC00221
RP11-315E17.1
AC113617.1
RP11-93B14.4
RP11-92K15.1
RP4-754E20__A.5
RP4-781K5.4
DEPDC1-AS1
LINC00337
RP11-513N24.1
RP11-1103G16.1
RP11-308B16.2
RP6-114E22.1
MIR7-3HG
RP11-78L16.1
FER1L6-AS2
RP11-114M1.1
C5orf66-AS2
LINC00668
AC098973.2
RP11-390N6.1
RP11-346D19.1
RP11-166A12.1
RP11-319E12.2
RP11-1336O20.2
LINC00898
RP11-146N18.1
RP11-19E11.1
RP11-399C16.3
RP11-3B12.5
AGAP1-IT1
SMCR2
RP11-12L8.1
RP4-781K5.5
KCNQ5-IT1
MIR3150B
RP11-338K13.1
HOTAIR
AC012594.1
RP11-107I14.2
LINC01105
CTD-2015A6.2
RP11-673P17.4
RP11-143E21.3
AC007731.1
AC018890.6
RP11-103J17.2
RP11-734I18.1
RP1-69M21.2
RP11-304L19.12
RP11-547D24.1
RP11-408B11.2
CTD-2147F2.1
RP11-416N2.3
LINC00524
AP000697.6
C6orf99
GS1-120K12.4
RP11-616M22.12
RP11-344P13.6
RP11-501O2.5
RP11-466M21.1
LINC01050
SCARNA10
AC123023.1
RP11-269F21.3
CTA-384D8.34
AC011899.10
AC009236.2
LINC00460
RP11-402L5.1
RP11-347E10.1
CTD-2587H24.5
C10orf126
RP3-443C4.2
AC007128.1
RP11-734K21.5
LINC01208
RP11-702B10.2
RP11-1124B17.1
RP11-527H14.4
LINC01468
RP11-166N6.2
FEZF1-AS1
RP11-644C3.1
RP11-354K1.2
RP11-133K1.11
AP000251.3
CTD-2510F5.4
RP11-346C4.3
AC011298.2
LINC00593
AC107057.1
AC002383.2
RP11-93K22.6
LINC01022
RP5-881L22.5
GATA3-AS1
LA16c-381G6.1
RP11-383J24.1
CTD-3023L14.2
LINC01264
RP11-57A19.2
AC062028.1
