LINC01614
RP11-881M11.4
RP11-54O7.16
RP11-66D17.3
RP11-51F16.1
RP1-35C21.2
RP11-350J20.12
RP11-499E14.1
HPN-AS1
RP13-991F5.2
RP11-626G11.4
RP11-815M8.1
RP11-359G22.2
RP11-71L14.4
VSTM2A-OT1
AC000067.1
RP4-533D7.4
RP11-495P10.5
RP11-532M24.1
RP11-74C1.4
AL121578.2
RP11-83N9.6
RP11-396C23.2
RP11-982M15.8
CTD-2357A8.3
LA16c-329F2.2
RP11-166A12.1
RP11-477H21.2
CTA-384D8.31
AC015987.1
RP1-80N2.3
RP11-95P2.3
SSTR5-AS1
CTD-2620I22.3
RP11-27M9.1
WI2-87327B8.2
CTC-246B18.8
RP11-49I11.4
RP11-212I21.2
LA16c-431H6.7
FNDC1-IT1
AC005150.1
RP11-674N23.4
RP11-379F12.4
CTD-2008P7.1
AC010729.1
LINC00898
LINC01264
RP11-10A14.5
RP11-431J17.1
RP11-428K3.1
RP11-162J8.3
RP11-89K21.1
RP11-284F21.10
STAM-AS1
RP11-680B3.2
RP11-470C13.4
LINC01116
RP4-669K10.8
RP11-8L2.1
RP11-354K1.2
RP11-527N22.2
RP11-285E9.6
AC017060.1
U91319.1
MNX1-AS2
KB-1460A1.1
WI2-85898F10.2
RP11-65J3.15
RNF144A-AS1
CTD-3193O13.8
AC079767.4
LINC01468
RP11-552F3.9
RP13-616I3.1
CTD-2083E4.7
DLX2-AS1
LVCAT1
LINC00160
CTD-3023L14.2
RP11-246K15.1
RP11-62I21.1
RP11-244M2.1
RP11-110I1.6
RP11-66H6.4
RP11-180M15.7
AC135050.5
RP11-749I16.3
RP11-796E10.1
C15orf59-AS1
RP11-379K22.2
RP11-4K16.2
RP11-493L12.5
RP11-15F12.6
CTD-3010D24.3
RP11-429J17.2
RP11-650L12.2
AP000695.6
RP11-573G6.9
RP11-150O12.6
RP11-477I4.4
RP11-379K22.3
KB-173C10.2
U73166.2
HOXB-AS3
CTD-3203P2.1
USP30-AS1
RP11-649A18.4
AC010524.2
RP1-60O19.1
Z82214.3
ST6GAL2-IT1
RP11-149I2.4
ADAMTS19-AS1
RP11-332J15.3
RP11-65J21.1
RP1-272L16.1
HDAC11-AS1
RP11-546J1.1
RP11-54O7.18
LINC01426
AC159540.1
RP5-1092A3.4
RP11-417L19.2
CTD-2284J15.1
LINC01411
TMEM75
AC106869.2
RP11-644C3.1
LINC00884
RP4-530I15.6
RP11-560J1.2
RP11-326N17.2
ZNF350-AS1
HAR1B
LINC00887
RP11-336K24.12
RP11-449J21.5
RP11-401P9.5
AC007773.2
RP11-705O1.8
AC139100.3
RP11-702B10.2
LINC01105
AL022341.3
RP13-554M15.5
LINC00853
RP11-675F6.4
RP11-883A18.3
SCARNA10
CTD-2105E13.16
RP13-122B23.8
LINC01208
AC005301.8
RP11-472G21.2
RP11-287D1.4
SIAH2-AS1
CITF22-24E5.1
MAPT-IT1
RP11-483P21.2
CTD-3193O13.1
LINC00992
RP13-467H17.1
SPACA6P-AS
RP11-343H5.6
RP11-734K21.2
RP11-1055B8.1
YTHDF3-AS1
RP11-356K23.1
UBE2Q1-AS1
SYNPR-AS1
RBAKDN
LINC00605
RP11-120K18.2
RP11-354P11.2
RP11-190C22.8
RP11-1055B8.9
FEZF1-AS1
RP11-791G15.2
IL21-AS1
LINC00870
RP11-334C17.6
RP11-19E11.1
LINC01385
RP11-222G7.2
AC004156.3
CTC-260E6.6
RP11-319E12.2
AC144450.1
RP11-284F21.9
SNHG9
MYCNOS
RP5-1198O20.4
RP4-616B8.4
RP13-455A7.1
LA16c-352F7.1
CFAP58-AS1
RP4-781K5.5
AP006621.9
RP11-875O11.3
RP11-572O17.1
RP11-166N6.2
RP11-697N18.4
RP11-269G24.4
CTC-510F12.4
RP11-365O16.6
AC106900.6
AC023590.1
RP11-354P11.4
RP11-323J4.1
ABHD11-AS1
RP5-984P4.6
RP11-299G20.5
LA16c-360A4.1
RP11-930P14.2
CTC-246B18.10
RP11-85B7.2
RP11-546K22.3
RP11-212I21.5
LINC00628
RP11-83N9.5
FAM83A-AS1
RP11-736N17.10
RP11-527H14.4
CTD-2587H24.10
CTD-2589H19.6
RP11-739B23.1
CTA-363E6.2
AC131056.3
RP11-680F8.1
RP11-686G23.2
RP11-123K19.1
CTB-119C2.1
RP11-278A23.4
MIR155HG
RP3-461P17.10
RP11-510J16.5
CTD-2227E11.1
RP11-486M23.2
RP11-62C7.2
CH17-353B19.1
RP5-1119A7.14
NFE4
CTD-2314B22.1
LA16c-313D11.9
RP11-2C24.4
ARHGEF26-AS1
FALEC
RP11-109M17.2
AC083949.1
CTD-2134A5.4
RP11-699L21.1
RP11-343B18.2
RP11-675F6.3
C1QTNF9B-AS1
CTB-49A3.2
CTD-2256P15.1
LINC00518
RP1-150O5.3
RP11-265N7.2
RP11-2K6.1
RP4-616B8.6
RP1-207H1.3
AC006538.1
RP1-20B11.2
AC009236.2
RP5-952N6.1
RP11-332J15.4
RP11-53B2.2
RP11-100E13.1
RP11-356O9.2
RP11-523J2.1
RP11-519G16.3
RP5-836N17.4
CTD-2162K18.4
AC004221.2
RP11-452L6.8
RP11-465B22.8
RP11-1136G11.8
RP5-1002M8.4
AC011747.4
LINC00664
AC113617.1
RP11-300M24.1
RP11-505K9.5
RP11-522M21.3
RP11-713C5.1
RP11-666O2.2
AC124944.3
CTB-43E15.1
RP11-532F6.4
CTD-3020H12.4
DSCR9
RP11-274H24.1
RP11-98D18.15
RP11-147L13.2
RP11-711D18.2
RP4-781K5.6
TDRG1
RP11-462P6.1
RP1-167O22.1
RP11-1C8.5
RP11-191N8.2
RP11-390F4.3
RP11-383J24.1
RP11-54H7.4
LA16c-349E10.1
RP11-349A8.3
AC008088.4
RP11-654C22.2
LA16c-325D7.2
AF127577.8
RP11-1193F23.1
LINC01341
LINC00589
RP11-3J1.1
MIR3180-1
AE000661.37
AC123023.1
AL672294.1
RP11-159H10.3
RP11-367H1.1
RP13-452N2.1
AC018359.1
AC006077.3
RP11-607P23.1
RP11-92G12.3
RP11-159D12.11
CTA-384D8.33
EHMT2-AS1
RP11-492E3.2
RP11-390N6.1
LINC00524
RP11-284G10.1
RP11-382D12.2
AC007731.1
AC144450.2
RP11-888D10.3
CTA-992D9.7
SIX3-AS1
RP11-638F5.2
RP11-108K3.1
RP11-307C12.13
AC004988.1
CYP4A22-AS1
AC005363.11
XXbac-BPG248L24.13
RP11-239E10.2
AF178030.2
RP11-219B4.3
KB-1980E6.3
CTC-526N19.1
RP11-373I8.1
CTD-2331H12.7
RP11-132F7.2
RP11-16K12.1
AC007285.7
TRPM2-AS
CTC-480C2.1
RP11-349I1.2
CTD-2532K18.2
CTD-3193O13.12
AP000697.6
LINC01592
RP5-1063M23.2
AC109826.1
GACAT3
AC093620.5
RP11-145E17.2
FRGCA
RP11-327F22.6
RP11-1252I4.2
GACAT2
RP11-19J5.2
RP11-167H9.3
RP11-156L14.1
RP11-54O7.17
RP11-752L20.3
AC010761.14
AC114803.3
RP11-136K7.2
LINC01087
AC011513.4
RP11-476K15.1
RP11-483F11.7
LLNLR-276H7.1
RP11-322I2.1
MIR181A1HG
RP11-693L9.2
LINC00896
RP11-466M21.1
LINC01146
RP11-483I13.2
RP11-3B12.5
AC026471.6
RP11-128M1.1
RP11-621L6.3
RP11-1157N2__B.2
RP11-89H19.1
AC073325.1
RP11-1069G10.2
RP11-701H16.4
LINC01555
RP11-353N14.5
CTC-450M9.1
OVOL1-AS1
UBXN10-AS1
KCCAT211
RP11-336A10.5
SNAP47-AS1
RP11-416N2.3
LINC01215
RP11-432J24.2
RP11-1008C21.1
RP11-44N11.2
RP11-297L17.2
RP11-321G12.1
AC002310.7
RP11-93I21.3
RP11-826F13.1
IL12A-AS1
UMODL1-AS1
LINC01556
CTC-250I14.3
BSN-AS2
TTC3-AS1
XX-C2158C6.3
DGCR9
RP11-288L9.1
RP11-111I12.1
RP11-506O24.1
AC097468.4
RP11-350N15.5
RP1-288H2.2
LINC00494
RP11-416N2.4
RP11-284F21.7
RP4-607I7.1
CTD-2015A6.2
RP11-307C19.1
RP11-505K9.1
BRWD1-AS1
RP11-547D24.3
RP11-23E19.2
RP11-709D24.6
CRAT37
RP1-137K24.1
LINC00355
RP11-428C19.4
RP4-816N1.7
VAC14-AS1
IL21R-AS1
RP11-456H18.2
RP11-546K22.1
KB-1615E4.2
RP1-32B1.4
RP11-92K15.1
RP3-522D1.1
RP11-123B3.2
RP5-884M6.1
DRAIC
HOXC-AS2
RP11-157E21.1
RP11-351J23.1
RP4-760C5.3
RP11-498B4.5
XXbac-BPG308K3.5
AC079354.5
RP11-291B21.2
VAV3-AS1
RP11-221J22.2
RP11-588L15.2
RP11-281J9.2
RP11-466A19.7
INHBA-AS1
HOXA11-AS
RP11-98D18.1
RP5-1107A17.3
LINC01293
AC124944.5
RP11-353N14.1
CTC-137K3.1
FRY-AS1
RP13-131K19.6
RP13-714J12.1
RP11-209D14.4
RP11-616M22.1
RP11-381O6.1
RP11-571O6.2
RP11-476M19.2
RP11-423H2.4
CTD-2291D10.4
RP3-425C14.5
MKRN3-AS1
CTD-2591A6.2
RP11-88G17.6
RP11-95M15.1
UCA1
RP11-126K1.9
RP11-352G9.1
SALRNA1
RP11-84A19.4
RP11-10J21.4
RP11-102M11.2
RP11-240G22.4
NDP-AS1
RP11-44F14.2
AC015849.2
RP11-463D19.1
HOXB-AS4
CDKN2A-AS1
AC007204.2
RP11-143E21.3
RP11-378I6.1
LINC01351
RP11-532F6.5
KB-1615E4.3
SLX1A-SULT1A3
AP004372.1
CTD-2143L24.1
RP11-544M22.8
RP11-304F15.4
SLC7A11-AS1
RP11-255E6.6
LINC00668
CTD-2527I21.15
CTA-392E5.1
AC025016.1
LINC01214
RP11-473C18.3
C9orf173-AS1
RP11-126O1.4
MAPT-AS1
RP11-881M11.8
RP11-674E16.4
CTD-2619J13.13
RP11-131N11.4
CTB-109A12.1
RP4-594A5.1
ASH1L-IT1
RP4-534N18.2
AC012668.2
LINC01606
RP11-510N19.5
LINC00858
HPYR1
CTD-2281M20.1
RP11-486M23.3
RP11-25I15.3
RP11-260E18.1
LLNLR-304A6.1
RP11-379B8.1
CTD-2280E9.1
RP11-1336O20.2
RP11-25H12.1
RP1-50J22.4
RP11-298D21.1
CTD-3023L14.1
RP11-91H12.4
RP11-138J23.1
RP11-378A13.2
CTB-47B11.3
RP11-644A7.2
TBL1XR1-AS1
RP11-81H3.2
MIR7-3HG
C8orf49
RP11-44F14.10
RP11-108K3.2
RP11-616M22.2
RP11-514P8.2
RP11-556O9.2
RP5-1170K4.7
AC012594.1
RP11-307C19.2
RP11-806L2.5
RP11-367F23.2
RP3-326I13.1
LL22NC03-63E9.3
RP11-15I11.2
LURAP1L-AS1
KCNQ5-IT1
LINC00452
RP11-30J20.1
RP11-657O9.1
UBE2R2-AS1
RP11-642A1.2
RP11-834C11.5
RP11-506O24.2
XXbac-B444P24.14
RP4-530I15.9
RP11-57A1.1
CATIP-AS2
RP11-31I22.3
RP11-288L9.4
RP11-301G19.1
RP11-662I13.2
RP3-324O17.7
RP4-784A16.5
RP11-120K24.5
RP11-150O12.5
RP11-513G11.4
CITF22-92A6.2
AC022182.1
RP11-77H9.6
RP11-1018N14.5
RP11-61J19.3
AC093642.4
THSD4-AS1
RP4-761J14.9
RP5-881L22.5
RP4-655C5.4
RP11-45L9.1
FLJ16779
AC092162.1
RP11-367F23.1
RP11-248B24.1
LINC01583
RP1-228P16.3
CTD-2023M8.1
RP11-44K6.4
CTD-2576D5.4
RP4-778K6.3
RP4-536B24.4
LINC00483
RP11-159F24.6
TPRG1-AS2
C12orf80
RP11-673P17.4
RP11-539E17.5
RP4-564M11.2
AP000577.2
RP11-89F3.2
RP4-621N11.2
CTD-2319I12.5
CTD-2653D5.1
LINC01022
RP11-93K22.13
AC011294.3
CTD-3064M3.4
FOXP4-AS1
RP11-844P9.5
CTD-2315E11.1
RP5-1121A15.3
RP11-44F14.8
RP11-109J4.1
LINC01234
MIR4300HG
HMMR-AS1
RP11-16L9.2
RP11-648L3.2
CTD-2196E14.5
RP4-569M23.4
C5orf66-AS2
AC005786.6
RP11-229O3.1
SMYD3-IT1
RP11-364P22.1
AL773572.7
RP11-556I13.2
MIR142
LINC00520
CTD-2256P15.3
RP11-75C10.6
RP13-314C10.5
RP11-347E10.1
RP11-83B20.7
RP11-464D20.6
RP6-191P20.4
RP11-118E18.4
AC073043.1
RP1-127H14.3
RP11-143J24.1
RP5-1178H5.2
RP11-469J4.3
JARID2-AS1
Z84812.4
RP11-226M10.3
RP11-218F4.1
RP1-69M21.2
MIR663AHG
RP11-60A24.3
RP11-37N22.1
AC007386.2
AC016683.5
RP11-474P2.5
AC011899.10
GTSCR1
RP11-452H21.1
RP11-240G22.5
CTC-248O19.1
RP11-157D23.2
AC023137.2
LINC00221
RP11-14C10.5
RP13-631K18.2
CH17-373J23.1
BBOX1-AS1
CTC-441N14.1
RP1-102G20.5
DLX6-AS1
RP11-109A6.2
RP11-332J15.1
RP11-734I18.1
C17orf82
RP11-1000B6.2
PIK3CD-AS1
AC005863.1
RP11-3P17.4
RP11-119K6.6
AC079613.1
RP11-550A5.2
C8orf17
LINC01513
RP11-485F13.1
RP11-394B2.6
RP11-247A12.1
LINC01508
RP11-320G10.1
CTA-363E6.3
LINC01446
RP1-71H19.2
RP11-269F21.3
CTD-2332E11.2
CTD-2509G16.2
RP11-424M24.3
CTD-2349P21.6
RP11-1036E20.9
FOXCUT
RP11-608O21.1
RP11-6N13.1
RP11-680F20.10
RP1-153P14.8
RP11-245G13.2
RP11-213G21.2
RP11-484N16.1
RP11-304F15.6
RP11-402L5.1
CTA-363E6.1
RP11-619L12.4
LINC00365
AC006372.4
RP11-439A17.9
LINC00402
DGCR5
LINC00158
FER1L6-AS2
RP11-98F14.11
RP11-356I2.1
RP11-428C19.5
LINC00504
RP11-95G17.2
LINC01163
RP11-376O6.2
RP11-661C8.2
RP11-775G23.1
AE000662.93
AC009227.2
RP6-91H8.3
AC099684.1
RP11-84N19.1
RP11-456D7.1
RP11-386B13.4
RP13-16H11.8
AP001610.5
RP11-390F4.6
AL109761.5
AC007405.8
RPPH1
RP3-523K23.2
RP1-90G24.6
RP11-830F9.7
RP11-527N22.1
LINC00563
RP11-440G9.1
AC034110.1
RP11-93B14.4
RP11-466A19.3
GS1-600G8.5
RP11-398B16.2
AC011997.1
RP11-146N18.1
CTD-2013M15.1
RP11-164H13.1
AC104134.2
BARX1-AS1
AC006946.15
RP11-110L15.2
AC005355.1
LINC01507
RP11-83A16.1
RP5-881P19.7
RP1-269M15.3
RP11-710F7.2
BFSP2-AS1
CTD-2265O21.7
RP11-18H21.1
RP11-513G11.3
DNM3-IT1
NCKAP5-IT1
AL133493.2
RP11-53B2.1
RP11-964E11.2
AC002383.2
AL050303.10
RP11-360L9.7
RP4-736L20.3
RP11-298E9.5
RP11-466A19.8
RP11-320G24.1
TLR8-AS1
RP11-143K11.5
RP11-314N13.9
RP1-228P16.5
RP11-94H18.1
RP11-575M22.1
AC006262.4
RP1-256G22.2
RP11-494O16.4
RP11-471M2.3
AC024592.9
RP11-428G5.5
RP5-983L19.2
RP11-421E14.2
LINC00930
RP11-118E18.1
LINC00113
CTD-2265O21.3
LA16c-395F10.1
RP11-654G14.1
AC011298.2
RP11-494H4.3
RP11-624C23.1
RP11-661D19.3
RP11-454P21.1
RP11-732M18.4
RP11-284J1.1
CTA-972D3.2
AC007365.1
XXbac-B33L19.4
RP11-73G16.2
C1orf137
RP11-766N7.3
RP11-531H8.2
RP11-1124B17.1
HUNK-AS1
CTD-2538C1.3
RP11-484L8.1
SAMSN1-AS1
XXyac-YM21GA2.7
RP11-124N19.3
LINC00322
CTD-3195I5.4
RP5-1011O1.3
AE000661.50
AC012354.6
RP11-297D21.2
RP11-527H14.6
RP11-9G1.3
MYCNUT
RP11-49O14.2
RP11-431J24.2
RP11-274J7.2
RP5-887A10.1
MYB-AS1
RP11-115C10.1
RP11-630D6.5
RP3-413H6.2
RP11-203B7.2
RP11-174G17.3
RP3-333B15.5
AC133785.1
RP11-135A1.3
RP11-107I14.5
RP11-180P8.3
RP11-149I9.2
GLTSCR1-AS1
RP11-315E17.1
AC037445.1
RP11-108P20.4
CTD-2147F2.1
LINC01559
RP11-1070N10.5
CTD-2509G16.5
RP11-386I8.4
RP11-61L19.1
RP5-1120P11.3
RP11-242J7.1
RP11-700H6.1
RP11-123K3.9
RP11-276E17.2
RP11-780O24.2
CTD-2340D6.2
RP11-278H7.1
PLAC4
KB-1991G8.1
LINC01489
RP11-109E24.1
RP11-592N21.2
RP11-406D1.2
RP11-501O2.5
RP11-439E19.7
AC003005.2
RP11-35O15.1
RP4-539M6.22
CTD-2118P12.1
RP11-145H9.3
RP11-474D1.3
CTD-2014D20.1
LINC01399
PHACTR2-AS1
RP11-260A9.6
AC011747.3
RP11-282I1.1
AC114763.1
RP11-67K19.3
RP11-539L10.4
RP11-495O11.1
CASC20
RP11-1260E13.1
PTPRJ-AS1
AC004158.3
RP11-179A10.1
RP11-705O24.1
RP11-1250I15.3
RP11-352D13.5
LINC00626
AC005329.7
AC005796.2
RP11-429E11.2
RP11-23I7.1
LA16c-381G6.1
CTD-3035K23.6
PEX5L-AS1
RSF1-IT1
RP11-436M15.3
AC103564.7
AC002551.1
RP11-483A20.3
AC091814.2
RP11-445P17.3
AC000124.1
RP11-102N12.2
LINC01518
RP3-388N13.3
RP11-268G12.1
RP11-573N10.1
MIR548XHG
AC068580.7
RP11-134N1.2
RP11-434D11.4
KB-1930G5.4
RP11-326C3.2
FAM230C
RP11-66H6.3
RP11-352D13.6
AC013480.2
RP11-97N19.3
AC128709.4
LINC01574
LINC01470
RP11-20G13.1
RP11-669E14.4
LBX1-AS1
CTA-305I2.1
RP11-619I22.1
LINC01501
RP11-167H9.4
AC005757.6
LINC01120
RP11-3B12.2
RP11-445L6.3
RP11-180M15.3
RP11-543G18.1
FARSA-AS1
CTD-2066L21.3
RP11-713M6.2
RP4-754E20__A.5
AL133243.3
RP11-599B13.3
RP11-334G22.1
ENOX1-AS1
RP11-153K16.1
RP13-487P22.1
RP11-134D3.1
AC023481.1
KB-1184D12.1
RP11-366F6.2
CTD-2313F11.1
CTA-339C12.1
RP11-1B20.1
RP11-803D5.4
RP5-837J1.4
LINC01194
RP11-576D8.4
RP11-384C4.7
RP11-301G7.1
ELDR
CTD-2072I24.1
RP11-423E7.2
RP11-95I16.6
SIDT1-AS1
LA16c-390E6.3
RP11-148O21.2
RP11-154H12.2
C10orf126
RP11-1086F11.1
AC093627.7
LL22NC03-N64E9.1
AP000439.5
RP11-110G21.2
AC018804.3
RP11-127I20.7
AC007163.3
RP13-870H17.3
AC002401.1
AJ003147.8
RP5-1028L10.2
RP1-166H4.2
RP11-18F14.4
NOVA1-AS1
RP11-181B11.2
CTD-3064H18.2
RP11-14C10.3
LINC01124
RP11-479J7.2
MIMT1
RP11-496D24.2
RP11-346D19.1
RP11-1103G16.1
RP13-766D20.4
RP11-46A10.2
SHANK2-AS2
RP5-858B6.1
RP11-114G22.1
AC015933.2
RP11-473C19.1
RP11-306I1.2
AC004593.3
RP4-668J24.2
RP11-408B11.2
RP11-397A16.1
LINC00552
ABCC5-AS1
RP11-338L22.2
ASTN2-AS1
RP4-737E23.2
LINC01016
BTBD9-AS1
RP1-71H24.1
MIR2052HG
RP1-37N7.1
POU6F2-AS2
RP11-65D17.1
SC22CB-1D7.1
RP11-77A13.1
DLGAP1-AS3
RP11-243J16.7
RP4-613A2.1
SAMMSON
RP11-813F20.4
RP11-407B7.3
SPATA3-AS1
RP11-91I20.4
CTC-461F20.1
RP11-616M22.3
NAV2-AS3
CTB-161C1.1
RP5-894D12.4
RP5-1029K10.4
RP11-403H13.1
PCSK6-AS1
CTB-58E17.2
RP11-863H1.1
MIR3179-1
ITPK1-AS1
